iter	MultiClass
1500	0.002527032828
1501	0.002525613595
1502	0.002523534969
1503	0.002521582907
1504	0.002519890431
1505	0.002517650431
1506	0.002515818561
1507	0.002513513802
1508	0.002511867564
1509	0.002508271579
1510	0.002506247457
1511	0.002504261835
1512	0.002501752037
1513	0.002500571512
1514	0.002499431857
1515	0.002497295634
1516	0.002494224136
1517	0.002492025491
1518	0.002490396131
1519	0.002488043964
1520	0.002486425047
1521	0.002485133
1522	0.002482835886
1523	0.002480151958
1524	0.00247782329
1525	0.002476283525
1526	0.002474569648
1527	0.00247267257
1528	0.00247124495
1529	0.002469046966
1530	0.002466952592
1531	0.002464736176
1532	0.00246298163
1533	0.002460786341
1534	0.002459368086
1535	0.002457182019
1536	0.002455141789
1537	0.002453469221
1538	0.002450833277
1539	0.002449246605
1540	0.002447549132
1541	0.00244583811
1542	0.002444012438
1543	0.002441704097
1544	0.002439635841
1545	0.002437817401
1546	0.002436308243
1547	0.002434574761
1548	0.002432680918
1549	0.002431218036
1550	0.002428956629
1551	0.002426925802
1552	0.002424162546
1553	0.002422235575
1554	0.00242028333
1555	0.002418282124
1556	0.002416363234
1557	0.002414051536
1558	0.002412736086
1559	0.00241084436
1560	0.002409016767
1561	0.002406490899
1562	0.002404497008
1563	0.002402774605
1564	0.002400910021
1565	0.002399720929
1566	0.002397790264
1567	0.002395767446
1568	0.00239397004
1569	0.002392725077
1570	0.002390998109
1571	0.002389505601
1572	0.002388168385
1573	0.002386475561
1574	0.002384907273
1575	0.002383582695
1576	0.002381982404
1577	0.002380582574
1578	0.002379180571
1579	0.002377395762
1580	0.002375646765
1581	0.002374143273
1582	0.002372185632
1583	0.002369792295
1584	0.002368218022
1585	0.002366238485
1586	0.002364569444
1587	0.002362667146
1588	0.002360918915
1589	0.002359359891
1590	0.002358176165
1591	0.002356520513
1592	0.002354572028
1593	0.002353084683
1594	0.002351260829
1595	0.002348908133
1596	0.002346508378
1597	0.002344399755
1598	0.002342707738
1599	0.002341478258
1600	0.002339690043
1601	0.002337217588
1602	0.002335392282
1603	0.002333766011
1604	0.002331244684
1605	0.002329462794
1606	0.002327772008
1607	0.00232632498
1608	0.002324621899
1609	0.002322855717
1610	0.002321001378
1611	0.002319199727
1612	0.002317752124
1613	0.002315926283
1614	0.002314546965
1615	0.002312393718
1616	0.002310554507
1617	0.002308848927
1618	0.002306926943
1619	0.002305288665
1620	0.002303608633
1621	0.002301949526
1622	0.002300093874
1623	0.002297919622
1624	0.002296116222
1625	0.002294118861
1626	0.002292394117
1627	0.002290690676
1628	0.002289337028
1629	0.002287912822
1630	0.002286013344
1631	0.002284029626
1632	0.002282582477
1633	0.00228019791
1634	0.002278871668
1635	0.002276841143
1636	0.002275122492
1637	0.002273119895
1638	0.002271902732
1639	0.002270407416
1640	0.002268656989
1641	0.002266719692
1642	0.002263983567
1643	0.002262459966
1644	0.002261065857
1645	0.002259098975
1646	0.002257829886
1647	0.002256310654
1648	0.002254686334
1649	0.002252546312
1650	0.00225096309
1651	0.002249630254
1652	0.002248503891
1653	0.002247176324
1654	0.002244803817
1655	0.00224367123
1656	0.002241851695
1657	0.002239843253
1658	0.00223763982
1659	0.002236008109
1660	0.002234654985
1661	0.002233833551
1662	0.002231493681
1663	0.002230309421
1664	0.002228810069
1665	0.002227326937
1666	0.002226210253
1667	0.002224958551
1668	0.002223771001
1669	0.002222103529
1670	0.002220694494
1671	0.002219346755
1672	0.0022176987
1673	0.002216386246
1674	0.002214968075
1675	0.002213222419
1676	0.002212173624
1677	0.002211112496
1678	0.002209507629
1679	0.002207448838
1680	0.00220639473
1681	0.002204823425
1682	0.002203771735
1683	0.002202480823
1684	0.002200693982
1685	0.002199008947
1686	0.00219799065
1687	0.002195873661
1688	0.002194770033
1689	0.002193435282
1690	0.002192071989
1691	0.002190962815
1692	0.002188956648
1693	0.002187588588
1694	0.00218656239
1695	0.002184146337
1696	0.002182684035
1697	0.002181425988
1698	0.002180014928
1699	0.002178658772
1700	0.002176726641
1701	0.002175331707
1702	0.00217349992
1703	0.002172710626
1704	0.002171287236
1705	0.002170049711
1706	0.002168548585
1707	0.002166985269
1708	0.00216591628
1709	0.002164249305
1710	0.002162197233
1711	0.002160390816
1712	0.002158494519
1713	0.002157371348
1714	0.002155220056
1715	0.002153830531
1716	0.00215263145
1717	0.002150766227
1718	0.002148557332
1719	0.002147146545
1720	0.00214592559
1721	0.002144724795
1722	0.002143312313
1723	0.002142450096
1724	0.002140881072
1725	0.002139113283
1726	0.002137204023
1727	0.002135241144
1728	0.002133937799
1729	0.002131807573
1730	0.002129197085
1731	0.002127680854
1732	0.002126550542
1733	0.00212560311
1734	0.00212435262
1735	0.002122433113
1736	0.0021203606
1737	0.002119300016
1738	0.002117308285
1739	0.002115913687
1740	0.002114558974
1741	0.002113518652
1742	0.002111945312
1743	0.002110813922
1744	0.002109278784
1745	0.002108043082
1746	0.002106665435
1747	0.002104853816
1748	0.002103598389
1749	0.002102270836
1750	0.002100492732
1751	0.002099160506
1752	0.002097278003
1753	0.002096112407
1754	0.002094825495
1755	0.002093381883
1756	0.002091973064
1757	0.002090737684
1758	0.002089242407
1759	0.002087548154
1760	0.002085994559
1761	0.00208463999
1762	0.002083245199
1763	0.002082137072
1764	0.002080644043
1765	0.002079329862
1766	0.002078239904
1767	0.002076864969
1768	0.002075277612
1769	0.002073262783
1770	0.002071303227
1771	0.002069684874
1772	0.002068642777
1773	0.002067212977
1774	0.002065434571
1775	0.002064334099
1776	0.002062480011
1777	0.002060870975
1778	0.002059510055
1779	0.0020583878
1780	0.002057304163
1781	0.002055387966
1782	0.002053974436
1783	0.002052667856
1784	0.002051627319
1785	0.002050106322
1786	0.002048482223
1787	0.002046824193
1788	0.002045308851
1789	0.002043382029
1790	0.002041733802
1791	0.002040214308
1792	0.002039269778
1793	0.002037598457
1794	0.002036200002
1795	0.002035032468
1796	0.002033425137
1797	0.002032625674
1798	0.002031098398
1799	0.002029411754
1800	0.002027486342
1801	0.002025825487
1802	0.002024593555
1803	0.002023747014
1804	0.00202262837
1805	0.002020994139
1806	0.002019577675
1807	0.002018329357
1808	0.002017031322
1809	0.002015775683
1810	0.002014292409
1811	0.002013181477
1812	0.002012022228
1813	0.002010480867
1814	0.002009341514
1815	0.002008122379
1816	0.002006817096
1817	0.002005922645
1818	0.002004403416
1819	0.002003206754
1820	0.002002126371
1821	0.002000905797
1822	0.001999523147
1823	0.001998431734
1824	0.001996792286
1825	0.001996004025
1826	0.00199480222
1827	0.001993297095
1828	0.001992000943
1829	0.001991073746
1830	0.001988752626
1831	0.001987643163
1832	0.001986610666
1833	0.001984925379
1834	0.001983961787
1835	0.001982377604
1836	0.001981676356
1837	0.001980391471
1838	0.001978903548
1839	0.001977706175
1840	0.001976546147
1841	0.001975088123
1842	0.001973797885
1843	0.001972614464
1844	0.001971424094
1845	0.001969962869
1846	0.001969241203
1847	0.001967926843
1848	0.00196706191
1849	0.001966138285
1850	0.001965003605
1851	0.001963694106
1852	0.001962202404
1853	0.001960855737
1854	0.001959324014
1855	0.001957924109
1856	0.001956927482
1857	0.001955919819
1858	0.001954977696
1859	0.001953823525
1860	0.001952261413
1861	0.001951027602
1862	0.001949823149
1863	0.001948985338
1864	0.001947897084
1865	0.001945886213
1866	0.001944571719
1867	0.001943408849
1868	0.001941962242
1869	0.001941301151
1870	0.001940129189
1871	0.001938999462
1872	0.001937937898
1873	0.001936781939
1874	0.001935769162
1875	0.001934542358
1876	0.001933663938
1877	0.001932731628
1878	0.001931353414
1879	0.00193016624
1880	0.001929061913
1881	0.00192842738
1882	0.001927274258
1883	0.001926135159
1884	0.001924715946
1885	0.001923451222
1886	0.001922152036
1887	0.001921001242
1888	0.00192003089
1889	0.001919106844
1890	0.001917580836
1891	0.001916219622
1892	0.001915211399
1893	0.001913729973
1894	0.001912563844
1895	0.001911852689
1896	0.001910789394
1897	0.001909615928
1898	0.001908655776
1899	0.001907386376
