iter	MultiClass
1003	0.004129313046
1004	0.004124910136
1005	0.004119839176
1006	0.004113951892
1007	0.004110052595
1008	0.004105326984
1009	0.004097672644
1010	0.004094260238
1011	0.004088057111
1012	0.004080170436
1013	0.004075665542
1014	0.004072185659
1015	0.004068324684
1016	0.004063679747
1017	0.004057408685
1018	0.004052619821
1019	0.004048112619
1020	0.004040456168
1021	0.004036135901
1022	0.004030420327
1023	0.004025208271
1024	0.004021216661
1025	0.004017767196
1026	0.00401235355
1027	0.00400736757
1028	0.004005438291
1029	0.004000518597
1030	0.003994900782
1031	0.003990255312
1032	0.003985192113
1033	0.003983195378
1034	0.003979434441
1035	0.003975344374
1036	0.00396811029
1037	0.003963601664
1038	0.003960212282
1039	0.003955033435
1040	0.003950718333
1041	0.003946351925
1042	0.003941319365
1043	0.003936078044
1044	0.00393157314
1045	0.003926961267
1046	0.003919487056
1047	0.003914529474
1048	0.003910024381
1049	0.003903955863
1050	0.003900671656
1051	0.003896197646
1052	0.003891065376
1053	0.003887419942
1054	0.003883122768
1055	0.003878797881
1056	0.003873928196
1057	0.003870103813
1058	0.003866268105
1059	0.003863123495
1060	0.003857156237
1061	0.003852648939
1062	0.003847388653
1063	0.003841763909
1064	0.003838279964
1065	0.00383245894
1066	0.003829315121
1067	0.003824883649
1068	0.003821446634
1069	0.003817895475
1070	0.003814735865
1071	0.003811370921
1072	0.003805839747
1073	0.003802673629
1074	0.003797813668
1075	0.003792875655
1076	0.003787735378
1077	0.003783489242
1078	0.003778563965
1079	0.003774137149
1080	0.003769536224
1081	0.003765480946
1082	0.003760436629
1083	0.003755525128
1084	0.003750960066
1085	0.003745943007
1086	0.003739939794
1087	0.003736917234
1088	0.003731473163
1089	0.003727808049
1090	0.003724548151
1091	0.00372066481
1092	0.003716232182
1093	0.00371193382
1094	0.003707826864
1095	0.003703441206
1096	0.00369997018
1097	0.003696825578
1098	0.003693361629
1099	0.003690640832
1100	0.003686043096
1101	0.00368156128
1102	0.003677397283
1103	0.003674594073
1104	0.003670517741
1105	0.00366416251
1106	0.003661395961
1107	0.003657636405
1108	0.003652858949
1109	0.003648495666
1110	0.003643486222
1111	0.003639851919
1112	0.003636544731
1113	0.003632488249
1114	0.003626143938
1115	0.003621911246
1116	0.00361864282
1117	0.003615029541
1118	0.00361092077
1119	0.00360758312
1120	0.003602932693
1121	0.003597780102
1122	0.003593519618
1123	0.003590609806
1124	0.003584790045
1125	0.003581761776
1126	0.003577021112
1127	0.003573228211
1128	0.003569938823
1129	0.003566206012
1130	0.003561737699
1131	0.003557959366
1132	0.003554635128
1133	0.003551191932
1134	0.003547673914
1135	0.00354410862
1136	0.003540625624
1137	0.003536408632
1138	0.003531809555
1139	0.003527209064
1140	0.003524609734
1141	0.00352085416
1142	0.003517370415
1143	0.003514418028
1144	0.003509366132
1145	0.003506013163
1146	0.003501195662
1147	0.003496955376
1148	0.003492851851
1149	0.003489467924
1150	0.003485474265
1151	0.00348239755
1152	0.003478082755
1153	0.003473668444
1154	0.003469035089
1155	0.003466247025
1156	0.003464241837
1157	0.003459783045
1158	0.003455981138
1159	0.003453264078
1160	0.003449907542
1161	0.003444819252
1162	0.003441177342
1163	0.003437194834
1164	0.003432787199
1165	0.003429769303
1166	0.003425285253
1167	0.003420385012
1168	0.003417245646
1169	0.003412508139
1170	0.003409162722
1171	0.003405346989
1172	0.003400195932
1173	0.003397111313
1174	0.003392630709
1175	0.00338838284
1176	0.00338498289
1177	0.003381068428
1178	0.003378415247
1179	0.003374489623
1180	0.003370678625
1181	0.003365450531
1182	0.003361801858
1183	0.00335795436
1184	0.003354104241
1185	0.003351991847
1186	0.003347877497
1187	0.003343825072
1188	0.003340152048
1189	0.00333522915
1190	0.003333095509
1191	0.00332991238
1192	0.003326927526
1193	0.003324402927
1194	0.003321455127
1195	0.003317881976
1196	0.003314707166
1197	0.003312406757
1198	0.00330979109
1199	0.003308041905
1200	0.003305487204
1201	0.003302245518
1202	0.003299371409
1203	0.003297501517
1204	0.003294711169
1205	0.003291538159
1206	0.003289173289
1207	0.003286414403
1208	0.00328440322
1209	0.003281752814
1210	0.003277968201
1211	0.003273840242
1212	0.003271315215
1213	0.003268395968
1214	0.003264785696
1215	0.003262455393
1216	0.003258945202
1217	0.003255052999
1218	0.003252416275
1219	0.003248882418
1220	0.003245944545
1221	0.003242844511
1222	0.003240268152
1223	0.003237522905
1224	0.003233802752
1225	0.003230946039
1226	0.003227874899
1227	0.003223377136
1228	0.003219372613
1229	0.003217552428
1230	0.003214231807
1231	0.003211261939
1232	0.003207839538
1233	0.003204957834
1234	0.003200997911
1235	0.00319781937
1236	0.003194727296
1237	0.003191943446
1238	0.003189107301
1239	0.003184806412
1240	0.003180978919
1241	0.003178198189
1242	0.003174874254
1243	0.003172899461
1244	0.003170934218
1245	0.003167039544
1246	0.00316341479
1247	0.003159318296
1248	0.003155779713
1249	0.003153766737
1250	0.003150212613
1251	0.003147853843
1252	0.003144717212
1253	0.003140757635
1254	0.003138839409
1255	0.003135519943
1256	0.00313319149
1257	0.00313008103
1258	0.003127644423
1259	0.003123993114
1260	0.003120504761
1261	0.003115988336
1262	0.003113683434
1263	0.003110163408
1264	0.003108301708
1265	0.003104248804
1266	0.003100202989
1267	0.003097550169
1268	0.003094396223
1269	0.003089769661
1270	0.003086561566
1271	0.00308385766
1272	0.003080902482
1273	0.003077934918
1274	0.003074690514
1275	0.003071910743
1276	0.00306909751
1277	0.003065745346
1278	0.003063210273
1279	0.003061429692
1280	0.003058718289
1281	0.003056066452
1282	0.003053413436
1283	0.003051955775
1284	0.003049305862
1285	0.003046341264
1286	0.003044260986
1287	0.003041499881
1288	0.003039129472
1289	0.003036214393
1290	0.003032459572
1291	0.003029361934
1292	0.003025689075
1293	0.003022392571
1294	0.003019743203
1295	0.003017519298
1296	0.003015064272
1297	0.003012596518
1298	0.003007656152
1299	0.003004674473
1300	0.003002009838
1301	0.002998622339
1302	0.002994685102
1303	0.00299113345
1304	0.002986739592
1305	0.002984191903
1306	0.002982001335
1307	0.002978765384
1308	0.002975562031
1309	0.002973230303
1310	0.002970363826
1311	0.002966337753
1312	0.002964515564
1313	0.002961349201
1314	0.002958646554
1315	0.002956987935
1316	0.002954608161
1317	0.002951623786
1318	0.002949063414
1319	0.00294678535
1320	0.002943711234
1321	0.002940520001
1322	0.002937938893
1323	0.002935201795
1324	0.002932300496
1325	0.002928739259
1326	0.002926558954
1327	0.002924002889
1328	0.002921839886
1329	0.002919110877
1330	0.002916228479
1331	0.002913434239
1332	0.002911611046
1333	0.002908939042
1334	0.002906437425
1335	0.002903880348
1336	0.002901534207
1337	0.002899867222
1338	0.002898125257
1339	0.002895263626
1340	0.002892881222
1341	0.002889876462
1342	0.002886934991
1343	0.002884143805
1344	0.002881884351
1345	0.002879756926
1346	0.002876347501
1347	0.002875001835
1348	0.002872680536
1349	0.002870701817
1350	0.002868265491
1351	0.002865594193
1352	0.002862895876
1353	0.00286072618
1354	0.00285796568
1355	0.00285518883
1356	0.002853482698
1357	0.002850817282
1358	0.002847435476
1359	0.002844806616
1360	0.002842097172
1361	0.002839769999
1362	0.002836848261
1363	0.002834695334
1364	0.00283225706
1365	0.002829276228
1366	0.002826154563
1367	0.002822015181
1368	0.002819510621
1369	0.002817568787
1370	0.002815918886
1371	0.002813021099
1372	0.002809414378
1373	0.002806966825
1374	0.002804620914
1375	0.002801954392
1376	0.002799667974
1377	0.002797573937
1378	0.00279436691
1379	0.0027916218
1380	0.002788565764
1381	0.002785498022
1382	0.002782895507
1383	0.002780427743
1384	0.002777893991
1385	0.002775535771
1386	0.002773618865
1387	0.00277145838
1388	0.002767022022
1389	0.002764497944
1390	0.002761838907
1391	0.002760168616
1392	0.002757488011
1393	0.002755682916
1394	0.002753372451
1395	0.002751270868
1396	0.002748751579
1397	0.002747135039
1398	0.002744450665
1399	0.002742354859
1400	0.002740964551
1401	0.002738949605
1402	0.002736053978
1403	0.002734226148
1404	0.002732382327
1405	0.002730154631
1406	0.002727724988
1407	0.002725455725
1408	0.002722610096
1409	0.002719794187
1410	0.002718429381
1411	0.002716764201
1412	0.002714265508
1413	0.002712363082
1414	0.002710243615
1415	0.002708482815
1416	0.00270615384
1417	0.002703966139
1418	0.002700106269
1419	0.002698048856
1420	0.002696266411
1421	0.002694420588
1422	0.002692050374
1423	0.002690126129
1424	0.002687763505
1425	0.002685584786
1426	0.002683169851
1427	0.002680920045
1428	0.002678188562
1429	0.002675748544
1430	0.002674525203
1431	0.002673065042
1432	0.002670775776
1433	0.002669107545
1434	0.002667220512
1435	0.002665650414
1436	0.002663759858
1437	0.002661307451
1438	0.002659338349
1439	0.002657118562
1440	0.002654440702
1441	0.002652398833
1442	0.002650838205
1443	0.002648772488
1444	0.002646524256
1445	0.002644221203
1446	0.002642299301
1447	0.002639568258
1448	0.002638151892
1449	0.002635227591
1450	0.002633690634
1451	0.002631493793
1452	0.002630137184
1453	0.002627015473
1454	0.002625124275
1455	0.002623251739
1456	0.00262181228
1457	0.002620246447
1458	0.002617268401
1459	0.00261557478
1460	0.002614039731
1461	0.002611982998
1462	0.002610167407
1463	0.002607431508
1464	0.002605410498
1465	0.002602398887
1466	0.002600372916
1467	0.002597897986
1468	0.002596382943
1469	0.002594242815
1470	0.002592163889
1471	0.002590411488
1472	0.002588196787
1473	0.002586504754
1474	0.002584059318
1475	0.002582532728
1476	0.002579586118
1477	0.002575822493
1478	0.002573552444
1479	0.002571238006
1480	0.002569080587
1481	0.002567578469
1482	0.002564660992
1483	0.002562165545
1484	0.002559903496
1485	0.002557810556
1486	0.002555723508
1487	0.002554058806
1488	0.002552131657
1489	0.002549383513
1490	0.002547607224
1491	0.00254603679
1492	0.002543623193
1493	0.002541066956
1494	0.00253962515
1495	0.002537457172
1496	0.002535013601
1497	0.002532916096
1498	0.002531682041
1499	0.002529026177
